date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:43:02	25900/25900	---M--	200	added ('OK')	image/webp	etag:%222d01a8e9c7a71718a9b156aaf8e7df41-ssl%22	https://worldhappiness.report/assets/images/2024/ch04/Figure_4.3.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch04/Figure_4.3.webp	(from https://worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/)
09:43:03	74540/74540	---M--	200	added ('OK')	image/webp	etag:%22be2fb681588b05d321d226b68acf1a90-ssl%22	https://worldhappiness.report/assets/images/2024/ch04/WHR24_CH04_splash_01.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch04/WHR24_CH04_splash_01.webp	(from https://worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/)
09:43:04	37938/37938	---M--	200	added ('OK')	image/webp	etag:%2207f76aa3d339b5442b6ad317443e2a00-ssl%22	https://worldhappiness.report/assets/images/2024/ch04/Figure_4.4.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch04/Figure_4.4.webp	(from https://worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/)
09:43:06	68208/68208	---M--	200	added ('OK')	image/webp	etag:%2208379fdf6e643d86ff0193deea1fd486-ssl%22	https://worldhappiness.report/assets/images/2024/ch04/WHR24_CH04_splash_02.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch04/WHR24_CH04_splash_02.webp	(from https://worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/)
09:43:07	38632/38632	---M--	200	added ('OK')	image/webp	etag:%22743e54a74df7f800e3f195e2e663d9f4-ssl%22	https://worldhappiness.report/assets/images/2024/ch04/WHR24_CH04_splash_03.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch04/WHR24_CH04_splash_03.webp	(from https://worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/)
09:43:08	0/-1	---M--	301	error ('')			https://worldhappiness.report/ed/2024	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024.4a.delayed	(from https://worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/)
09:43:08	77976/77976	---M--	200	added ('OK')	image/webp	etag:%229c67fd443657057721975bd361dffaf2-ssl%22	https://worldhappiness.report/assets/images/2024/ch04/WHR24_CH04_splash_04.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch04/WHR24_CH04_splash_04.webp	(from https://worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/)
09:43:10	108004/108004	---M--	200	added ('OK')	image/webp	etag:%2266b484221638bf6b48ea6daa2b8332ac-ssl%22	https://worldhappiness.report/assets/images/2024/ch05/WHR_24_CH05_opener.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch05/WHR_24_CH05_opener.webp	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:10	36128/36128	---M--	200	added ('OK')	image/webp	etag:%2261d46682b8a1e169b57f80885e6c0b9d-ssl%22	https://worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_01.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_01.webp	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:12	151892/151892	---M--	200	added ('OK')	image/webp	etag:%2281260952019237bedb78b2c12ddf7f50-ssl%22	https://worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_02.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_02.webp	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:12	21818/21818	---M--	200	added ('OK')	image/webp	etag:%227e94c7a4818cb9bc7fc14ff9a9acd0ff-ssl%22	https://worldhappiness.report/assets/images/2024/ch05/Figure_5.1.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch05/Figure_5.1.webp	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:13	48350/48350	---M--	200	added ('OK')	image/webp	etag:%224daf8dacd7ec54645c55a68a791fca17-ssl%22	https://worldhappiness.report/assets/images/2024/ch05/Figure_5.2.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch05/Figure_5.2.webp	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:14	33376/33376	---M--	200	added ('OK')	image/webp	etag:%227e9138821aaa620680e975e70cf1fd26-ssl%22	https://worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_03.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_03.webp	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:16	63338/63338	---M--	200	added ('OK')	image/webp	etag:%225cf0db79774ed0b3b82051e423d4467b-ssl%22	https://worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_04.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_04.webp	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:17	0/-1	---M--	301	error ('')			https://worldhappiness.report/ed/2024	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024.53.delayed	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:19	100968/100968	---M--	200	added ('OK')	image/webp	etag:%228d0b976b10a8c704841da1e13f1922fc-ssl%22	https://worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_05.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch05/WHR24_CH05_splash_05.webp	(from https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/)
09:43:21	71400/71400	---M--	200	added ('OK')	image/webp	etag:%22d5271e5168681ecb2385865876dd3d99-ssl%22	https://worldhappiness.report/assets/images/blog/WHR_2024_SocialMedia_Card.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/blog/WHR_2024_SocialMedia_Card.webp	(from https://worldhappiness.report/news/new-publishing-partnership-for-world-happiness-report/)
09:43:22	155161/155161	---M--	200	added ('OK')	image/jpeg	etag:%22751dbfe5568feb13c5eb9f00f2baa4b2-ssl%22	https://worldhappiness.report/assets/images/whr-2019-ch5-photo.jpg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/whr-2019-ch5-photo.jpg	(from https://worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/)
09:43:22	31798/31798	---M--	200	added ('OK')	image/png	etag:%2296df5594e9577a592644e624d0236765-ssl%22	https://worldhappiness.report/assets/images/5-1.png	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/5-1.png	(from https://worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/)
09:43:23	45716/45716	---M--	200	added ('OK')	image/png	etag:%22c196b4d2b1561119463f9c87f569b5a2-ssl%22	https://worldhappiness.report/assets/images/5-2.png	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/5-2.png	(from https://worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/)
09:43:24	12342/12342	---M--	200	added ('OK')	image/png	etag:%2231f30f2345f701765104c993c4ae2452-ssl%22	https://worldhappiness.report/assets/images/5-3.png	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/5-3.png	(from https://worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/)
09:43:25	44023/44023	---M--	200	added ('OK')	image/png	etag:%2247993e067985698794386f492d647e72-ssl%22	https://worldhappiness.report/assets/images/5-4.png	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/5-4.png	(from https://worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/)
09:43:26	24104/24104	---M--	200	added ('OK')	image/png	etag:%220651f9a05a37f84ad10e1fc74a1f40a0-ssl%22	https://worldhappiness.report/assets/images/5-5.png	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/5-5.png	(from https://worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/)
09:43:27	10058/10058	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%2243e5802135ac9d2a13a2072b883c3461-ssl-df%22	https://worldhappiness.report/ed/2019	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019.5b.delayed	(from https://worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/)
09:43:30	173352/173352	---M-Z	200	added ('OK')	text/html	etag:%228b54ee5c850f3b134c87b9fa90f34cdc-ssl-df%22	https://worldhappiness.report/ed/2023/world-happiness-trust-and-social-connections-in-times-of-crisis/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2023/world-happiness-trust-and-social-connections-in-times-of-crisis/index.html	(from https://worldhappiness.report/ed/2023/)
09:43:31	42882/42882	---MCZ	200	added ('OK')	text/html	etag:%225b4bc666c694a99edfa24a1cd8a25641-ssl-df%22	https://worldhappiness.report/ed/2023/executive-summary/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2023/executive-summary/index.html	(from https://worldhappiness.report/ed/2023/)
09:43:31	82270/82270	---MCZ	200	added ('OK')	text/html	etag:%22d5968cec8fa31ef16a90d4e3939e60ff-ssl-df%22	https://worldhappiness.report/ed/2023/the-happiness-agenda-the-next-10-year/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2023/the-happiness-agenda-the-next-10-year/index.html	(from https://worldhappiness.report/ed/2023/)
09:43:31	103186/103186	---MCZ	200	added ('OK')	text/html	etag:%22016fe4cb80b6a25ae6d8218e41c5dafb-ssl-df%22	https://worldhappiness.report/ed/2023/well-being-and-state-effectiveness/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2023/well-being-and-state-effectiveness/index.html	(from https://worldhappiness.report/ed/2023/)
09:43:31	147757/147757	---MCZ	200	added ('OK')	text/html	etag:%22a1ad1e47d6e48fda0ac40e85373a371a-ssl-df%22	https://worldhappiness.report/ed/2023/doing-good-and-feeling-good-relationships-between-altruism-and-well-being-for-altruists-beneficiaries-and-observers/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2023/doing-good-and-feeling-good-relationships-between-altruism-and-well-being-for-altruists-beneficiaries-and-observers/index.html	(from https://worldhappiness.report/ed/2023/)
09:43:31	10794/10794	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22836177632bf4386bf986d97e0b1b2d43-ssl-df%22	https://worldhappiness.report/ed/2022/foreword	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/foreword.5c.delayed	(from https://worldhappiness.report/ed/2022/)
09:43:34	33359/33359	---MCZ	200	added ('OK')	text/html	etag:%22836177632bf4386bf986d97e0b1b2d43-ssl-df%22	https://worldhappiness.report/ed/2022/foreword/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/foreword/index.html	(from https://worldhappiness.report/ed/2022/)
09:43:35	41955/41955	---MCZ	200	added ('OK')	text/html	etag:%2290f042e9e8ff55b0c44453e3120e55a6-ssl-df%22	https://worldhappiness.report/ed/2022/overview-on-our-tenth-anniversary/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/overview-on-our-tenth-anniversary/index.html	(from https://worldhappiness.report/ed/2022/)
09:43:35	151158/151158	---MCZ	200	added ('OK')	text/html	etag:%22d1267acbff4d508e2539ab52895a53d5-ssl-df%22	https://worldhappiness.report/ed/2023/towards-well-being-measurement-with-social-media-across-space-time-and-cultures-three-generations-of-progress/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2023/towards-well-being-measurement-with-social-media-across-space-time-and-cultures-three-generations-of-progress/index.html	(from https://worldhappiness.report/ed/2023/)
09:43:36	174785/174785	---MCZ	200	added ('OK')	text/html	etag:%223484beb83b62207446bd7899f67822cb-ssl-df%22	https://worldhappiness.report/ed/2022/happiness-benevolence-and-trust-during-covid-19-and-beyond/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/happiness-benevolence-and-trust-during-covid-19-and-beyond/index.html	(from https://worldhappiness.report/ed/2022/)
09:43:38	95719/95719	---MCZ	200	added ('OK')	text/html	etag:%22653745c54cfcfce70b850890ddf35384-ssl-df%22	https://worldhappiness.report/ed/2022/trends-in-conceptions-of-progress-and-well-being/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/trends-in-conceptions-of-progress-and-well-being/index.html	(from https://worldhappiness.report/ed/2022/)
09:43:39	131448/131448	---MCZ	200	added ('OK')	text/html	etag:%227ae841f799fe63983df0057dfd6b4590-ssl-df%22	https://worldhappiness.report/ed/2022/using-social-media-data-to-capture-emotions-before-and-during-covid-19/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/using-social-media-data-to-capture-emotions-before-and-during-covid-19/index.html	(from https://worldhappiness.report/ed/2022/)
09:43:40	109451/109451	---MCZ	200	added ('OK')	text/html	etag:%22ff336d280d92eca0e32704e8ac432a97-ssl-df%22	https://worldhappiness.report/ed/2022/exploring-the-biological-basis-for-happiness/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/exploring-the-biological-basis-for-happiness/index.html	(from https://worldhappiness.report/ed/2022/)
09:43:41	155936/155936	---MCZ	200	added ('OK')	text/html	etag:%2225110c7893a4e133f9752c8f2914646d-ssl-df%22	https://worldhappiness.report/ed/2022/insights-from-the-first-global-survey-of-balance-and-harmony/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/insights-from-the-first-global-survey-of-balance-and-harmony/index.html	(from https://worldhappiness.report/ed/2022/)
09:43:42	43746/43746	---MCZ	200	added ('OK')	text/html	etag:%2204ac7a0476ee0115ce602e0327b41968-ssl-df%22	https://worldhappiness.report/ed/2021/overview-life-under-covid-19/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/overview-life-under-covid-19/index.html	(from https://worldhappiness.report/ed/2021/)
09:43:44	153078/153078	---MCZ	200	added ('OK')	text/html	etag:%22d5d1d546fd045e07551c001865212a0d-ssl-df%22	https://worldhappiness.report/ed/2021/happiness-trust-and-deaths-under-covid-19/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/happiness-trust-and-deaths-under-covid-19/index.html	(from https://worldhappiness.report/ed/2021/)
09:43:45	134535/134535	---MCZ	200	added ('OK')	text/html	etag:%22e9d84d628387cb15de3354edb4c1a535-ssl-df%22	https://worldhappiness.report/ed/2021/covid-19-prevalence-and-well-being-lessons-from-east-asia/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/covid-19-prevalence-and-well-being-lessons-from-east-asia/index.html	(from https://worldhappiness.report/ed/2021/)
09:43:45	63140/63140	---MCZ	200	added ('OK')	text/html	etag:%228eca1bba288f033b698af122f39674c8-ssl-df%22	https://worldhappiness.report/ed/2021/reasons-for-asia-pacific-success-in-suppressing-covid-19/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/reasons-for-asia-pacific-success-in-suppressing-covid-19/index.html	(from https://worldhappiness.report/ed/2021/)
09:43:45	94031/94031	---MCZ	200	added ('OK')	text/html	etag:%22cf4b12aa9e9c4d39c2ad2d8ed6e1a206-ssl-df%22	https://worldhappiness.report/ed/2021/mental-health-and-the-covid-19-pandemic/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/mental-health-and-the-covid-19-pandemic/index.html	(from https://worldhappiness.report/ed/2021/)
09:43:49	51943/51943	---MCZ	200	added ('OK')	text/html	etag:%22c4fa32465778b940e73190e4175c4c67-ssl-df%22	https://worldhappiness.report/ed/2020/environments-for-happiness-an-overview/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/environments-for-happiness-an-overview/index.html	(from https://worldhappiness.report/ed/2020/)
09:43:49	69654/69654	---MCZ	200	added ('OK')	text/html	etag:%22132e98b4934ddb2a74c96adcaaf09921-ssl-df%22	https://worldhappiness.report/ed/2021/living-long-and-living-well-the-wellby-approach/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/living-long-and-living-well-the-wellby-approach/index.html	(from https://worldhappiness.report/ed/2021/)
09:43:50	129522/129522	---MCZ	200	added ('OK')	text/html	etag:%225bdbcb581b5b37005893c5f08373abd0-ssl-df%22	https://worldhappiness.report/ed/2021/social-connection-and-well-being-during-covid-19/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/social-connection-and-well-being-during-covid-19/index.html	(from https://worldhappiness.report/ed/2021/)
09:43:51	144194/144194	---MCZ	200	added ('OK')	text/html	etag:%22fdf67ab4859e066fada77c36d461c342-ssl-df%22	https://worldhappiness.report/ed/2021/work-and-well-being-during-covid-19-impact-inequalities-resilience-and-the-future-of-work/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/work-and-well-being-during-covid-19-impact-inequalities-resilience-and-the-future-of-work/index.html	(from https://worldhappiness.report/ed/2021/)
09:43:51	76247/76247	---M-Z	200	added ('OK')	text/html	etag:%22482a99777ae783d73204c869ca875594-ssl-df%22	https://worldhappiness.report/ed/2020/cities-and-happiness-a-global-ranking-and-analysis/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/cities-and-happiness-a-global-ranking-and-analysis/index.html	(from https://worldhappiness.report/ed/2020/)
09:43:53	139395/139395	---MCZ	200	added ('OK')	text/html	etag:%22bed042a5f95d1f1cc91a64ee4b91cc12-ssl-df%22	https://worldhappiness.report/ed/2020/social-environments-for-world-happiness/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/social-environments-for-world-happiness/index.html	(from https://worldhappiness.report/ed/2020/)
09:43:55	111963/111963	---MCZ	200	added ('OK')	text/html	etag:%22be4a93edfce47e8b4e6e270feea028a4-ssl-df%22	https://worldhappiness.report/ed/2020/how-environmental-quality-affects-our-happiness/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/how-environmental-quality-affects-our-happiness/index.html	(from https://worldhappiness.report/ed/2020/)
09:43:55	74775/74775	---MCZ	200	added ('OK')	text/html	etag:%22597e93b3e2918c7af35824989ffdd525-ssl-df%22	https://worldhappiness.report/ed/2020/sustainable-development-and-human-well-being/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/sustainable-development-and-human-well-being/index.html	(from https://worldhappiness.report/ed/2020/)
09:43:56	135172/135172	---MCZ	200	added ('OK')	text/html	etag:%226aceb0b0bd7bf5f639800796ad417cc8-ssl-df%22	https://worldhappiness.report/ed/2020/urban-rural-happiness-differentials-across-the-world/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/urban-rural-happiness-differentials-across-the-world/index.html	(from https://worldhappiness.report/ed/2020/)
09:43:59	37098/37098	---MCZ	200	added ('OK')	text/html	etag:%22bba6d18616b1e7109006217350febf24-ssl-df%22	https://worldhappiness.report/ed/2020/annex-using-a-new-global-urban-rural-definition-called-the-degree-of-urbanisation-to-assess-happiness/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/annex-using-a-new-global-urban-rural-definition-called-the-degree-of-urbanisation-to-assess-happiness/index.html	(from https://worldhappiness.report/ed/2020/)
09:43:59	40928/40928	---MCZ	200	added ('OK')	text/html	etag:%22bd8f2f29adf7dc82b0dd0fcb65bb3c1a-ssl-df%22	https://worldhappiness.report/ed/2019/happiness-and-community-an-overview/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/happiness-and-community-an-overview/index.html	(from https://worldhappiness.report/ed/2019/)
09:44:00	101537/101537	---MCZ	200	added ('OK')	text/html	etag:%220f60b222fca6d7240191121ca216baeb-ssl-df%22	https://worldhappiness.report/ed/2020/the-nordic-exceptionalism-what-explains-why-the-nordic-countries-are-constantly-among-the-happiest-in-the-world/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/the-nordic-exceptionalism-what-explains-why-the-nordic-countries-are-constantly-among-the-happiest-in-the-world/index.html	(from https://worldhappiness.report/ed/2020/)
09:44:01	120859/120859	---MCZ	200	added ('OK')	text/html	etag:%227a6aa5425a06d4717c0bfd913a280060-ssl-df%22	https://worldhappiness.report/ed/2019/changing-world-happiness/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/changing-world-happiness/index.html	(from https://worldhappiness.report/ed/2019/)
09:44:03	99396/99396	---MCZ	200	added ('OK')	text/html	etag:%2283f879bacc729f67b0f5dc1002344529-ssl-df%22	https://worldhappiness.report/ed/2019/happiness-and-voting-behavior/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/happiness-and-voting-behavior/index.html	(from https://worldhappiness.report/ed/2019/)
09:44:03	92548/92548	---MCZ	200	added ('OK')	text/html	etag:%223f213f7cd0c4b3b2ad1f1a6ed845e81c-ssl-df%22	https://worldhappiness.report/ed/2019/happiness-and-prosocial-behavior-an-evaluation-of-the-evidence/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/happiness-and-prosocial-behavior-an-evaluation-of-the-evidence/index.html	(from https://worldhappiness.report/ed/2019/)
09:44:04	127004/127004	---MCZ	200	added ('OK')	text/html	etag:%22e1c325d9c05f4698cdc114ae51172d7e-ssl-df%22	https://worldhappiness.report/ed/2019/big-data-and-well-being/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/big-data-and-well-being/index.html	(from https://worldhappiness.report/ed/2019/)
09:44:05	60683/60683	---MCZ	200	added ('OK')	text/html	etag:%2292e0b38aaf83c448026d09f7b387979e-ssl-df%22	https://worldhappiness.report/ed/2019/addiction-and-unhappiness-in-america/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/addiction-and-unhappiness-in-america/index.html	(from https://worldhappiness.report/ed/2019/)
09:44:05	48/48	---MC-	301	error ('Moved%20Permanently')	text/plain	date:Sat,%2020%20Apr%202024%2004:14:04%20GMT	https://worldhappiness.report/ed/2019/big-data-and-wellbeing/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/big-data-and-wellbeing/index.html	(from https://worldhappiness.report/ed/2019/)
09:44:05	82/82	---MC-	301	error ('Moved%20Permanently')	text/plain	date:Sat,%2020%20Apr%202024%2004:14:04%20GMT	https://worldhappiness.report/blog/video-series-deep-dive-into-the-2021-world-happiness-report/	C:/My%20Web%20Sites/happysite/worldhappiness.report/blog/video-series-deep-dive-into-the-2021-world-happiness-report/index.html	(from https://worldhappiness.report/news/media-round-up-on-the-world-happiness-report-2021/)
09:44:07	189043/189043	---M--	200	added ('OK')	image/png	etag:%22c569c09e10658309162f9398e4c62213-ssl%22	https://worldhappiness.report/assets/images/2020/whr-2020-ch-02-fig-2-1-part1.png	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2020/whr-2020-ch-02-fig-2-1-part1.png	(from https://worldhappiness.report/news/navigating-happiness-amidst-covid-19-key-outcomes-from-world-happiness-report-webinar/)
09:44:09	163741/163741	---M--	200	added ('OK')	image/png	etag:%22ba6a8de83e63059e45df8ec4bf97149b%22	https://public.tableau.com/static/images/WH/WHR2/CorrelationWHR/1_rss.png	C:/My%20Web%20Sites/happysite/public.tableau.com/static/images/WH/WHR2/CorrelationWHR/1_rss.png	(from https://worldhappiness.report/news/explore-the-2017-world-happiness-report-data-via-tableau/)
09:44:10	163741/163741	---M--	200	added ('OK')	image/png	etag:%22ba6a8de83e63059e45df8ec4bf97149b%22	https://public.tableau.com/static/images/WH/WHR2/CorrelationWHR/1.png	C:/My%20Web%20Sites/happysite/public.tableau.com/static/images/WH/WHR2/CorrelationWHR/1.png	(from https://worldhappiness.report/news/explore-the-2017-world-happiness-report-data-via-tableau/)
09:44:11	166221/166221	---M--	200	added ('OK')	image/png	etag:%2209d4d810d6dcc7f9fb00a5fdb1e74cdc%22	https://public.tableau.com/static/images/WH/WHR3/RankingWHR/1_rss.png	C:/My%20Web%20Sites/happysite/public.tableau.com/static/images/WH/WHR3/RankingWHR/1_rss.png	(from https://worldhappiness.report/news/explore-the-2017-world-happiness-report-data-via-tableau/)
09:44:12	166221/166221	---M--	200	added ('OK')	image/png	etag:%2209d4d810d6dcc7f9fb00a5fdb1e74cdc%22	https://public.tableau.com/static/images/WH/WHR3/RankingWHR/1.png	C:/My%20Web%20Sites/happysite/public.tableau.com/static/images/WH/WHR3/RankingWHR/1.png	(from https://worldhappiness.report/news/explore-the-2017-world-happiness-report-data-via-tableau/)
09:44:13	87121/87121	---M--	200	added ('OK')	image/png	etag:%225923ad69593768332c98bdfe0ff4d615%22	https://public.tableau.com/static/images/WH/WHR4/Dashboard1/1_rss.png	C:/My%20Web%20Sites/happysite/public.tableau.com/static/images/WH/WHR4/Dashboard1/1_rss.png	(from https://worldhappiness.report/news/explore-the-2017-world-happiness-report-data-via-tableau/)
09:44:14	87121/87121	---M--	200	added ('OK')	image/png	etag:%225923ad69593768332c98bdfe0ff4d615%22	https://public.tableau.com/static/images/WH/WHR4/Dashboard1/1.png	C:/My%20Web%20Sites/happysite/public.tableau.com/static/images/WH/WHR4/Dashboard1/1.png	(from https://worldhappiness.report/news/explore-the-2017-world-happiness-report-data-via-tableau/)
09:44:15	10813/10813	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22249aaf8200aabf1e66162f4b8f2ffd38-ssl-df%22	https://worldhappiness.report/ed/2017	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2017.64.delayed	(from https://worldhappiness.report/news/fifth-world-happiness-report-ranks-happiest-countries/)
09:44:15	0/-1	---M--	301	error ('')			https://worldhappiness.report/ed/2017	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2017.65.delayed	(from https://worldhappiness.report/news/fifth-world-happiness-report-ranks-happiest-countries/)
09:44:16	9088/9088	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%224a797e7c7d117f2c8e2ddc68b6f2d2e2-ssl-df%22	https://worldhappiness.report/ed/2023	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2023.66.delayed	(from https://worldhappiness.report/ed/2023/executive-summary/)
09:44:18	85688/85688	---M--	200	added ('OK')	image/webp	etag:%221144dc8a2531d83d1f465521c95c30ea-ssl%22	https://worldhappiness.report/assets/images/2023/ch01/WHR23_Ch01_opener.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2023/ch01/WHR23_Ch01_opener.webp	(from https://worldhappiness.report/ed/2023/the-happiness-agenda-the-next-10-year/)
09:44:19	127148/127148	---M--	200	added ('OK')	image/webp	etag:%22395533edf0ef5ce1e5e1b744d92d9cf3-ssl%22	https://worldhappiness.report/assets/images/2023/ch01/WHR23_CH01_splash_01.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2023/ch01/WHR23_CH01_splash_01.webp	(from https://worldhappiness.report/ed/2023/the-happiness-agenda-the-next-10-year/)
